PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,No. of redirect inlinks,No. of href inlinks
0,https://www.visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-banjarmasin-barat,Oleh-oleh Khas di Banjarmasin Barat | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/wisata-kuliner-di-banjarmasin-timur,Wisata Kuliner di Banjarmasin Timur | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-timur,Hotel Murah di Banjarmasin Timur | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/wisata-malam-di-banjarmasin-utara,Wisata Malam di Banjarmasin Utara | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/zh/explore/sewa-mobil-di-sungai-andai,Sewa Mobil di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/wisata-malam-di-sungai-andai,Wisata Malam di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-selatan,Tempat Nongkrong di Banjarmasin Selatan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/hotel-murah-di-banjarmasin-selatan,Hotel Murah di Banjarmasin Selatan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/ms/explore/hotel-murah-di-sultan-adam,Hotel Murah di Sultan Adam | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/ms/explore/tempat-wisata-di-banjarmasin-utara,Tempat Wisata di Banjarmasin Utara | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/oleh-oleh-khas-di-sungai-andai,Oleh-oleh Khas di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/ms/explore/tempat-wisata-di-banjarmasin-barat,Tempat Wisata di Banjarmasin Barat | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/wisata-malam-di-lok-baintan,Wisata Malam di Lok Baintan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/wisata-kuliner-di-sultan-adam,Wisata Kuliner di Sultan Adam | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/id/explore/tempat-wisata-di-sungai-andai,Tempat Wisata di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/ms/explore/sewa-mobil-di-banjarmasin-selatan,Sewa Mobil di Banjarmasin Selatan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/wisata-kuliner-di-kayutangi,Wisata Kuliner di Kayutangi | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/en/explore/wisata-malam-di-banjarmasin-barat,Wisata Malam di Banjarmasin Barat | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/sewa-mobil-di-banjarmasin-tengah,Sewa Mobil di Banjarmasin Tengah | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/zh/explore/tempat-nongkrong-di-banjarmasin-selatan,Tempat Nongkrong di Banjarmasin Selatan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/oleh-oleh-khas-di-banjarmasin-barat,Oleh-oleh Khas di Banjarmasin Barat | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/sewa-mobil-di-banjarmasin-timur,Sewa Mobil di Banjarmasin Timur | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/tempat-nongkrong-di-sungai-andai,Tempat Nongkrong di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/ms/explore/wisata-kuliner-di-banjarmasin-tengah,Wisata Kuliner di Banjarmasin Tengah | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/en/explore/tempat-wisata-di-sungai-andai,Tempat Wisata di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/zh/explore/wisata-malam-di-sungai-andai,Wisata Malam di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/zh/explore/wisata-kuliner-di-kayutangi,Wisata Kuliner di Kayutangi | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/zh/explore/hotel-murah-di-banjarmasin-utara,Hotel Murah di Banjarmasin Utara | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
0,https://www.visitbanjarmasin.id/id/explore/hotel-murah-di-sungai-andai,Hotel Murah di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,1,1,0
0,https://www.visitbanjarmasin.id/en/explore/hotel-murah-di-banjarmasin-selatan,Hotel Murah di Banjarmasin Selatan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,2,1,0
