PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status,No. of canonical inlinks,No. of all inlinks,First found at
0,https://www.visitbanjarmasin.id/ms/explore/tempat-wisata-di-kayutangi,Tempat Wisata di Kayutangi di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/tempat-wisata-di-kayutangi,308,,,0,1,https://visitbanjarmasin.id/ms/explore/tempat-wisata-di-kayutangi
0,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-utara,Tempat Wisata di Banjarmasin Utara | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-utara,308,,,0,1,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-utara
0,https://www.visitbanjarmasin.id/en/explore/wisata-kuliner-di-banjarmasin-barat,Wisata Kuliner di Banjarmasin Barat in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/wisata-kuliner-di-banjarmasin-barat,308,,,0,1,https://visitbanjarmasin.id/en/explore/wisata-kuliner-di-banjarmasin-barat
0,https://www.visitbanjarmasin.id/en/explore/tempat-wisata-di-gatot-subroto,Tempat Wisata di Gatot Subroto in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/tempat-wisata-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/en/explore/tempat-wisata-di-gatot-subroto
0,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-lok-baintan,Sewa Mobil di Lok Baintan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/sewa-mobil-di-lok-baintan,308,,,0,1,https://visitbanjarmasin.id/explore/sewa-mobil-di-lok-baintan
0,https://www.visitbanjarmasin.id/en/blog/panduan-naik-brt-banjarbakula,Tourist Guide to Using BRT Trans Banjarbakula Transportation | Visit Banjarmasin Blog,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/blog/panduan-naik-brt-banjarbakula,308,,,0,5,https://visitbanjarmasin.id/en/blog/panduan-naik-brt-banjarbakula
0,https://www.visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-sungai-andai,Oleh-oleh Khas di Sungai Andai di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-sungai-andai,308,,,0,1,https://visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-sungai-andai
0,https://www.visitbanjarmasin.id/en/explore/wisata-kuliner-di-gatot-subroto,Wisata Kuliner di Gatot Subroto in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/wisata-kuliner-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/en/explore/wisata-kuliner-di-gatot-subroto
0,https://www.visitbanjarmasin.id/zh/explore/oleh-oleh-khas-di-banjarmasin-tengah,Oleh-oleh Khas di Banjarmasin Tengah（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/oleh-oleh-khas-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/zh/explore/oleh-oleh-khas-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/en/explore/oleh-oleh-khas-di-banjarmasin-utara,Oleh-oleh Khas di Banjarmasin Utara in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/oleh-oleh-khas-di-banjarmasin-utara,308,,,0,1,https://visitbanjarmasin.id/en/explore/oleh-oleh-khas-di-banjarmasin-utara
