PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is in sitemap,Redirect URL,Redirect URL code,Redirect URL patch,Redirect URL patch status,Referenced in sitemaps,No. of all inlinks
0,https://visitbanjarmasin.id/blog,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/blog,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/culture-verse,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/culture-verse,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-timur,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-timur,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/profil,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/profil,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-kayutangi,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-kayutangi,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-timur,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-timur,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-selatan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-selatan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-selatan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-selatan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-timur,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-timur,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/profil-kota,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/profil-kota,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-sungai-andai,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-sungai-andai,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-timur,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-timur,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-selatan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-selatan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-sungai-andai,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-sungai-andai,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-timur,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-timur,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-kayutangi,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-kayutangi,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-sultan-adam,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-sultan-adam,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/blog/filosofi-wastra-kain-sasirangan-banjar,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/blog/filosofi-wastra-kain-sasirangan-banjar,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-barat,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-barat,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-sungai-andai,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-sungai-andai,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/sejarah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/sejarah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-barat,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-barat,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-kayutangi,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-kayutangi,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-timur,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-timur,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/blog/sejarah-pasar-terapung-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/blog/sejarah-pasar-terapung-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-sungai-andai,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-sungai-andai,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-sultan-adam,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-sultan-adam,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-barat,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-barat,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/budaya,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/budaya,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-kayutangi,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-kayutangi,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-kayutangi,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-kayutangi,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/panduan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/panduan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-sungai-andai,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-sungai-andai,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-sultan-adam,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-sultan-adam,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-gatot-subroto,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-gatot-subroto,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-selatan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-selatan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-sultan-adam,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-sultan-adam,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-barat,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-barat,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-sungai-andai,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-sungai-andai,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-sultan-adam,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-sultan-adam,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/wisata,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/wisata,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-sultan-adam,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-sultan-adam,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-kuin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-kuin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-barat,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/tempat-wisata-di-banjarmasin-barat,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-malam-di-lok-baintan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-malam-di-lok-baintan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/kuliner,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/kuliner,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-utara,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-utara,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/smart-city,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/smart-city,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-barat,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/oleh-oleh-khas-di-banjarmasin-barat,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/blog/5-tempat-nongkrong-di-banjarmasin,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/blog/5-tempat-nongkrong-di-banjarmasin,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-selatan,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/wisata-kuliner-di-banjarmasin-selatan,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
0,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-tengah,,text/plain,false,308,0,true,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-tengah,200,,,https://www.visitbanjarmasin.id/sitemap.xml,9
