PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Size (bytes),Time to first byte (ms),Loading time (ms),Depth,Is indexable page,No. of all inlinks,First found at
0,https://www.visitbanjarmasin.id/ms/explore/wisata-malam-di-kayutangi,Wisata Malam di Kayutangi di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,6293,1828,1828,2,false,1,https://visitbanjarmasin.id/ms/explore/wisata-malam-di-kayutangi
0,https://www.visitbanjarmasin.id/en/explore/oleh-oleh-khas-di-banjarmasin-barat,Oleh-oleh Khas di Banjarmasin Barat in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,6296,1783,1783,2,false,1,https://visitbanjarmasin.id/en/explore/oleh-oleh-khas-di-banjarmasin-barat
